new_tx_ids,unknown_a,unknown_b
"1-16,1-18",16-1,18-12
"1-16,1-18",16-1,18-13
"1-16,1-18",16-1,18-14
"1-16,1-18",16-1,18-15
"1-16,1-18",16-1,18-16
"1-16,1-18",16-1,18-17
"1-16,1-18",16-1,18-2
"1-16,1-18",16-1,18-20
"1-16,1-18",16-1,18-4
"1-16,1-18",16-1,18-5
"1-16,1-18",16-1,18-7
"1-16,1-18",16-1,18-8
"1-16,1-18",16-1,18-9
"1-16,1-18",16-1,19-1
"1-16,1-18",16-1,19-10
"1-16,1-18",16-1,19-11
"1-16,1-18",16-1,19-12
"1-16,1-18",16-1,19-13
"1-16,1-18",16-1,19-14
"1-16,1-18",16-1,19-19
"1-16,1-18",16-1,19-20
"1-16,1-18",16-1,19-3
"1-16,1-18",16-1,19-4
"1-16,1-18",16-1,19-6
"1-16,1-18",16-1,19-7
"1-16,1-18",16-1,19-8
"1-16,1-18",16-1,19-9
"1-16,1-18",16-1,2-12
"1-16,1-18",16-1,2-13
"1-16,1-18",16-1,2-15
"1-16,1-18",16-1,2-16
"1-16,1-18",16-1,2-19
"1-16,1-18",16-1,2-20
"1-16,1-18",16-1,2-3
"1-16,1-18",16-1,2-4
"1-16,1-18",16-1,2-5
"1-16,1-18",16-1,2-6
"1-16,1-18",16-1,2-7
"1-16,1-18",16-1,2-8
"1-16,1-18",16-1,20-12
"1-16,1-18",16-1,20-14
"1-16,1-18",16-1,20-16
"1-16,1-18",16-1,20-18
"1-16,1-18",16-1,20-20
"1-16,1-18",16-1,20-3
"1-16,1-18",16-1,20-4
"1-16,1-18",16-1,20-5
"1-16,1-18",16-1,20-7
"1-16,1-18",16-1,20-8
"1-16,1-18",16-1,3-1
"1-16,1-18",16-1,3-13
"1-16,1-18",16-1,3-18
"1-16,1-18",16-1,3-2
"1-16,1-18",16-1,3-8
"1-16,1-18",16-1,4-1
"1-16,1-18",16-1,4-10
"1-16,1-18",16-1,4-11
"1-16,1-18",16-1,5-1
"1-16,1-18",16-1,5-5
"1-16,1-18",16-1,6-1
"1-16,1-18",16-1,6-6
"1-16,1-18",16-1,7-10
"1-16,1-18",16-1,7-11
"1-16,1-18",16-1,7-20
"1-16,1-18",16-1,7-7
"1-16,1-18",16-1,8-1
"1-16,1-18",16-1,8-13
"1-16,1-18",16-1,8-18
"1-16,1-18",16-1,8-3
"1-16,1-18",16-1,8-7
"1-16,1-18",16-1,8-8
"1-16,1-18",16-1,9-1
"1-16,1-18",16-1,9-20
"1-16,1-18",16-16,16-19
"1-16,1-18",16-16,16-20
"1-16,1-18",16-16,16-5
"1-16,1-18",16-16,17-10
"1-16,1-18",16-16,17-11
"1-16,1-18",16-16,18-1
"1-16,1-18",16-16,18-10
"1-16,1-18",16-16,18-11
"1-16,1-18",16-16,18-12
"1-16,1-18",16-16,18-13
"1-16,1-18",16-16,18-14
"1-16,1-18",16-16,18-15
"1-16,1-18",16-16,18-16
"1-16,1-18",16-16,18-17
"1-16,1-18",16-16,18-2
"1-16,1-18",16-16,18-20
"1-16,1-18",16-16,18-4
"1-16,1-18",16-16,18-5
"1-16,1-18",16-16,18-7
"1-16,1-18",16-16,18-8
"1-16,1-18",16-16,18-9
"1-16,1-18",16-16,19-1
"1-16,1-18",16-16,19-10
"1-16,1-18",16-16,19-11
"1-16,1-18",16-16,19-12
"1-16,1-18",16-16,19-13
"1-16,1-18",16-16,19-14
"1-16,1-18",16-16,19-19
"1-16,1-18",16-16,19-20
"1-16,1-18",16-16,19-3
"1-16,1-18",16-16,19-4
"1-16,1-18",16-16,19-6
"1-16,1-18",16-16,19-7
"1-16,1-18",16-16,19-8
"1-16,1-18",16-16,19-9
"1-16,1-18",16-16,2-12
"1-16,1-18",16-16,2-13
"1-16,1-18",16-16,2-15
"1-16,1-18",16-16,2-16
"1-16,1-18",16-16,2-19
"1-16,1-18",16-16,2-20
"1-16,1-18",16-16,2-3
"1-16,1-18",16-16,2-4
"1-16,1-18",16-16,2-5
"1-16,1-18",16-16,2-6
"1-16,1-18",16-16,2-7
"1-16,1-18",16-16,2-8
"1-16,1-18",16-16,20-12
"1-16,1-18",16-16,20-14
"1-16,1-18",16-16,20-16
"1-16,1-18",16-16,20-18
"1-16,1-18",16-16,20-20
"1-16,1-18",16-16,20-3
"1-16,1-18",16-16,20-4
"1-16,1-18",16-16,20-5
"1-16,1-18",16-16,20-7
"1-16,1-18",16-16,20-8
"1-16,1-18",16-16,3-1
"1-16,1-18",16-16,3-13
"1-16,1-18",16-16,3-18
"1-16,1-18",16-16,3-2
"1-16,1-18",16-16,3-8
"1-16,1-18",16-16,4-1
"1-16,1-18",16-16,4-10
"1-16,1-18",16-16,4-11
"1-16,1-18",16-16,5-1
"1-16,1-18",16-16,5-5
"1-16,1-18",16-16,6-1
"1-16,1-18",16-16,6-6
"1-16,1-18",16-16,7-10
"1-16,1-18",16-16,7-11
"1-16,1-18",16-16,7-20
"1-16,1-18",16-16,7-7
"1-16,1-18",16-16,8-1
"1-16,1-18",16-16,8-13
"1-16,1-18",16-16,8-18
"1-16,1-18",16-16,8-3
"1-16,1-18",16-16,8-7
"1-16,1-18",16-16,8-8
"1-16,1-18",16-16,9-1
"1-16,1-18",16-16,9-20
"1-16,1-18",16-19,16-20
"1-16,1-18",16-19,16-5
"1-16,1-18",16-19,17-10
"1-16,1-18",16-19,17-11
"1-16,1-18",16-19,18-1
"1-16,1-18",16-19,18-10
"1-16,1-18",16-19,18-11
"1-16,1-18",16-19,18-12
"1-16,1-18",16-19,18-13
"1-16,1-18",16-19,18-14
"1-16,1-18",16-19,18-15
"1-16,1-18",16-19,18-16
"1-16,1-18",16-19,18-17
"1-16,1-18",16-19,18-2
"1-16,1-18",16-19,18-20
"1-16,1-18",16-19,18-4
"1-16,1-18",16-19,18-5
"1-16,1-18",16-19,18-7
"1-16,1-18",16-19,18-8
"1-16,1-18",16-19,18-9
"1-16,1-18",16-19,19-1
"1-16,1-18",16-19,19-10
"1-16,1-18",16-19,19-11
"1-16,1-18",16-19,19-12
"1-16,1-18",16-19,19-13
"1-16,1-18",16-19,19-14
"1-16,1-18",16-19,19-19
"1-16,1-18",16-19,19-20
"1-16,1-18",16-19,19-3
"1-16,1-18",16-19,19-4
"1-16,1-18",16-19,19-6
"1-16,1-18",16-19,19-7
"1-16,1-18",16-19,19-8
"1-16,1-18",16-19,19-9
"1-16,1-18",16-19,2-12
"1-16,1-18",16-19,2-13
"1-16,1-18",16-19,2-15
"1-16,1-18",16-19,2-16
"1-16,1-18",16-19,2-19
"1-16,1-18",16-19,2-20
"1-16,1-18",16-19,2-3
"1-16,1-18",16-19,2-4
"1-16,1-18",16-19,2-5
"1-16,1-18",16-19,2-6
"1-16,1-18",16-19,2-7
"1-16,1-18",16-19,2-8
"1-16,1-18",16-19,20-12
"1-16,1-18",16-19,20-14
"1-16,1-18",16-19,20-16
"1-16,1-18",16-19,20-18
"1-16,1-18",16-19,20-20
"1-16,1-18",16-19,20-3
"1-16,1-18",16-19,20-4
"1-16,1-18",16-19,20-5
"1-16,1-18",16-19,20-7
"1-16,1-18",16-19,20-8
"1-16,1-18",16-19,3-1
"1-16,1-18",16-19,3-13
"1-16,1-18",16-19,3-18
"1-16,1-18",16-19,3-2
"1-16,1-18",16-19,3-8
"1-16,1-18",16-19,4-1
"1-16,1-18",16-19,4-10
"1-16,1-18",16-19,4-11
"1-16,1-18",16-19,5-1
"1-16,1-18",16-19,5-5
"1-16,1-18",16-19,6-1
"1-16,1-18",16-19,6-6
"1-16,1-18",16-19,7-10
"1-16,1-18",16-19,7-11
"1-16,1-18",16-19,7-20
"1-16,1-18",16-19,7-7
"1-16,1-18",16-19,8-1
"1-16,1-18",16-19,8-13
"1-16,1-18",16-19,8-18
"1-16,1-18",16-19,8-3
"1-16,1-18",16-19,8-7
"1-16,1-18",16-19,8-8
"1-16,1-18",16-19,9-1
"1-16,1-18",16-19,9-20
"1-16,1-18",16-20,16-5
"1-16,1-18",16-20,17-10
"1-16,1-18",16-20,17-11
"1-16,1-18",16-20,18-1
"1-16,1-18",16-20,18-10
"1-16,1-18",16-20,18-11
"1-16,1-18",16-20,18-12
"1-16,1-18",16-20,18-13
"1-16,1-18",16-20,18-14
"1-16,1-18",16-20,18-15
"1-16,1-18",16-20,18-16
"1-16,1-18",16-20,18-17
"1-16,1-18",16-20,18-2
"1-16,1-18",16-20,18-20
"1-16,1-18",16-20,18-4
"1-16,1-18",16-20,18-5
"1-16,1-18",16-20,18-7
"1-16,1-18",16-20,18-8
"1-16,1-18",16-20,18-9
"1-16,1-18",16-20,19-1
"1-16,1-18",16-20,19-10
"1-16,1-18",16-20,19-11
"1-16,1-18",16-20,19-12
"1-16,1-18",16-20,19-13
"1-16,1-18",16-20,19-14
"1-16,1-18",16-20,19-19
"1-16,1-18",16-20,19-20
"1-16,1-18",16-20,19-3
"1-16,1-18",16-20,19-4
"1-16,1-18",16-20,19-6
"1-16,1-18",16-20,19-7
"1-16,1-18",16-20,19-8
"1-16,1-18",16-20,19-9
"1-16,1-18",16-20,2-12
"1-16,1-18",16-20,2-13
"1-16,1-18",16-20,2-15
"1-16,1-18",16-20,2-16
"1-16,1-18",16-20,2-19
"1-16,1-18",16-20,2-20
"1-16,1-18",16-20,2-3
"1-16,1-18",16-20,2-4
"1-16,1-18",16-20,2-5
"1-16,1-18",16-20,2-6
"1-16,1-18",16-20,2-7
"1-16,1-18",16-20,2-8
"1-16,1-18",16-20,20-12
"1-16,1-18",16-20,20-14
"1-16,1-18",16-20,20-16
"1-16,1-18",16-20,20-18
"1-16,1-18",16-20,20-20
"1-16,1-18",16-20,20-3
"1-16,1-18",16-20,20-4
"1-16,1-18",16-20,20-5
"1-16,1-18",16-20,20-7
"1-16,1-18",16-20,20-8
"1-16,1-18",16-20,3-1
"1-16,1-18",16-20,3-13
"1-16,1-18",16-20,3-18
"1-16,1-18",16-20,3-2
"1-16,1-18",16-20,3-8
"1-16,1-18",16-20,4-1
"1-16,1-18",16-20,4-10
"1-16,1-18",16-20,4-11
"1-16,1-18",16-20,5-1
"1-16,1-18",16-20,5-5
"1-16,1-18",16-20,6-1
"1-16,1-18",16-20,6-6
"1-16,1-18",16-20,7-10
"1-16,1-18",16-20,7-11
"1-16,1-18",16-20,7-20
"1-16,1-18",16-20,7-7
"1-16,1-18",16-20,8-1
"1-16,1-18",16-20,8-13
"1-16,1-18",16-20,8-18
"1-16,1-18",16-20,8-3
"1-16,1-18",16-20,8-7
"1-16,1-18",16-20,8-8
"1-16,1-18",16-20,9-1
"1-16,1-18",16-20,9-20
"1-16,1-18",16-5,17-10
"1-16,1-18",16-5,17-11
"1-16,1-18",16-5,18-1
"1-16,1-18",16-5,18-10
"1-16,1-18",16-5,18-11
"1-16,1-18",16-5,18-12
"1-16,1-18",16-5,18-13
"1-16,1-18",16-5,18-14
"1-16,1-18",16-5,18-15
"1-16,1-18",16-5,18-16
"1-16,1-18",16-5,18-17
"1-16,1-18",16-5,18-2
"1-16,1-18",16-5,18-20
"1-16,1-18",16-5,18-4
"1-16,1-18",16-5,18-5
"1-16,1-18",16-5,18-7
"1-16,1-18",16-5,18-8
"1-16,1-18",16-5,18-9
"1-16,1-18",16-5,19-1
"1-16,1-18",16-5,19-10
"1-16,1-18",16-5,19-11
"1-16,1-18",16-5,19-12
"1-16,1-18",16-5,19-13
"1-16,1-18",16-5,19-14
"1-16,1-18",16-5,19-19
"1-16,1-18",16-5,19-20
"1-16,1-18",16-5,19-3
"1-16,1-18",16-5,19-4
"1-16,1-18",16-5,19-6
"1-16,1-18",16-5,19-7
"1-16,1-18",16-5,19-8
"1-16,1-18",16-5,19-9
"1-16,1-18",16-5,2-12
"1-16,1-18",16-5,2-13
"1-16,1-18",16-5,2-15
"1-16,1-18",16-5,2-16
"1-16,1-18",16-5,2-19
"1-16,1-18",16-5,2-20
"1-16,1-18",16-5,2-3
"1-16,1-18",16-5,2-4
"1-16,1-18",16-5,2-5
"1-16,1-18",16-5,2-6
"1-16,1-18",16-5,2-7
"1-16,1-18",16-5,2-8
"1-16,1-18",16-5,20-12
"1-16,1-18",16-5,20-14
"1-16,1-18",16-5,20-16
"1-16,1-18",16-5,20-18
"1-16,1-18",16-5,20-20
"1-16,1-18",16-5,20-3
"1-16,1-18",16-5,20-4
"1-16,1-18",16-5,20-5
"1-16,1-18",16-5,20-7
"1-16,1-18",16-5,20-8
"1-16,1-18",16-5,3-1
"1-16,1-18",16-5,3-13
"1-16,1-18",16-5,3-18
"1-16,1-18",16-5,3-2
"1-16,1-18",16-5,3-8
"1-16,1-18",16-5,4-1
"1-16,1-18",16-5,4-10
"1-16,1-18",16-5,4-11
"1-16,1-18",16-5,5-1
"1-16,1-18",16-5,5-5
"1-16,1-18",16-5,6-1
"1-16,1-18",16-5,6-6
"1-16,1-18",16-5,7-10
"1-16,1-18",16-5,7-11
"1-16,1-18",16-5,7-20
"1-16,1-18",16-5,7-7
"1-16,1-18",16-5,8-1
"1-16,1-18",16-5,8-13
"1-16,1-18",16-5,8-18
"1-16,1-18",16-5,8-3
"1-16,1-18",16-5,8-7
"1-16,1-18",16-5,8-8
"1-16,1-18",16-5,9-1
"1-16,1-18",16-5,9-20
"1-16,1-18",17-10,17-11
"1-16,1-18",17-10,18-1
"1-16,1-18",17-10,18-10
"1-16,1-18",17-10,18-11
"1-16,1-18",17-10,18-12
"1-16,1-18",17-10,18-13
"1-16,1-18",17-10,18-14
"1-16,1-18",17-10,18-15
"1-16,1-18",17-10,18-16
"1-16,1-18",17-10,18-17
"1-16,1-18",17-10,18-2
"1-16,1-18",17-10,18-20
"1-16,1-18",17-10,18-4
"1-16,1-18",17-10,18-5
"1-16,1-18",17-10,18-7
"1-16,1-18",17-10,18-8
"1-16,1-18",17-10,18-9
"1-16,1-18",17-10,19-1
"1-16,1-18",17-10,19-10
"1-16,1-18",17-10,19-11
"1-16,1-18",17-10,19-12
"1-16,1-18",17-10,19-13
"1-16,1-18",17-10,19-14
"1-16,1-18",17-10,19-19
"1-16,1-18",17-10,19-20
"1-16,1-18",17-10,19-3
"1-16,1-18",17-10,19-4
"1-16,1-18",17-10,19-6
"1-16,1-18",17-10,19-7
"1-16,1-18",17-10,19-8
"1-16,1-18",17-10,19-9
"1-16,1-18",17-10,2-12
"1-16,1-18",17-10,2-13
"1-16,1-18",17-10,2-15
"1-16,1-18",17-10,2-16
"1-16,1-18",17-10,2-19
"1-16,1-18",17-10,2-20
"1-16,1-18",17-10,2-3
"1-16,1-18",17-10,2-4
"1-16,1-18",17-10,2-5
"1-16,1-18",17-10,2-6
"1-16,1-18",17-10,2-7
"1-16,1-18",17-10,2-8
"1-16,1-18",17-10,20-12
"1-16,1-18",17-10,20-14
"1-16,1-18",17-10,20-16
"1-16,1-18",17-10,20-18
"1-16,1-18",17-10,20-20
"1-16,1-18",17-10,20-3
"1-16,1-18",17-10,20-4
"1-16,1-18",17-10,20-5
"1-16,1-18",17-10,20-7
"1-16,1-18",17-10,20-8
"1-16,1-18",17-10,3-1
"1-16,1-18",17-10,3-13
"1-16,1-18",17-10,3-18
"1-16,1-18",17-10,3-2
"1-16,1-18",17-10,3-8
"1-16,1-18",17-10,4-1
"1-16,1-18",17-10,4-10
"1-16,1-18",17-10,4-11
"1-16,1-18",17-10,5-1
"1-16,1-18",17-10,5-5
"1-16,1-18",17-10,6-1
"1-16,1-18",17-10,6-6
"1-16,1-18",17-10,7-10
"1-16,1-18",17-10,7-11
"1-16,1-18",17-10,7-20
"1-16,1-18",17-10,7-7
"1-16,1-18",17-10,8-1
"1-16,1-18",17-10,8-13
"1-16,1-18",17-10,8-18
"1-16,1-18",17-10,8-3
"1-16,1-18",17-10,8-7
"1-16,1-18",17-10,8-8
"1-16,1-18",17-10,9-1
"1-16,1-18",17-10,9-20
"1-16,1-18",17-11,18-1
"1-16,1-18",17-11,18-10
"1-16,1-18",17-11,18-11
"1-16,1-18",17-11,18-12
"1-16,1-18",17-11,18-13
"1-16,1-18",17-11,18-14
"1-16,1-18",17-11,18-15
"1-16,1-18",17-11,18-16
"1-16,1-18",17-11,18-17
"1-16,1-18",17-11,18-2
"1-16,1-18",17-11,18-20
"1-16,1-18",17-11,18-4
"1-16,1-18",17-11,18-5
"1-16,1-18",17-11,18-7
"1-16,1-18",17-11,18-8
"1-16,1-18",17-11,18-9
"1-16,1-18",17-11,19-1
"1-16,1-18",17-11,19-10
"1-16,1-18",17-11,19-11
"1-16,1-18",17-11,19-12
"1-16,1-18",17-11,19-13
"1-16,1-18",17-11,19-14
"1-16,1-18",17-11,19-19
"1-16,1-18",17-11,19-20
"1-16,1-18",17-11,19-3
"1-16,1-18",17-11,19-4
"1-16,1-18",17-11,19-6
"1-16,1-18",17-11,19-7
"1-16,1-18",17-11,19-8
"1-16,1-18",17-11,19-9
"1-16,1-18",17-11,2-12
"1-16,1-18",17-11,2-13
"1-16,1-18",17-11,2-15
"1-16,1-18",17-11,2-16
"1-16,1-18",17-11,2-19
"1-16,1-18",17-11,2-20
"1-16,1-18",17-11,2-3
"1-16,1-18",17-11,2-4
"1-16,1-18",17-11,2-5
"1-16,1-18",17-11,2-6
"1-16,1-18",17-11,2-7
"1-16,1-18",17-11,2-8
"1-16,1-18",17-11,20-12
"1-16,1-18",17-11,20-14
"1-16,1-18",17-11,20-16
"1-16,1-18",17-11,20-18
"1-16,1-18",17-11,20-20
"1-16,1-18",17-11,20-3
"1-16,1-18",17-11,20-4
"1-16,1-18",17-11,20-5
"1-16,1-18",17-11,20-7
"1-16,1-18",17-11,20-8
"1-16,1-18",17-11,3-1
"1-16,1-18",17-11,3-13
"1-16,1-18",17-11,3-18
"1-16,1-18",17-11,3-2
"1-16,1-18",17-11,3-8
"1-16,1-18",17-11,4-1
"1-16,1-18",17-11,4-10
"1-16,1-18",17-11,4-11
"1-16,1-18",17-11,5-1
"1-16,1-18",17-11,5-5
"1-16,1-18",17-11,6-1
"1-16,1-18",17-11,6-6
"1-16,1-18",17-11,7-10
"1-16,1-18",17-11,7-11
"1-16,1-18",17-11,7-20
"1-16,1-18",17-11,7-7
"1-16,1-18",17-11,8-1
"1-16,1-18",17-11,8-13
"1-16,1-18",17-11,8-18
"1-16,1-18",17-11,8-3
"1-16,1-18",17-11,8-7
"1-16,1-18",17-11,8-8
"1-16,1-18",17-11,9-1
"1-16,1-18",17-11,9-20
"1-16,1-18",18-1,18-10
"1-16,1-18",18-1,18-11
"1-16,1-18",18-1,18-12
"1-16,1-18",18-1,18-13
"1-16,1-18",18-1,18-14
"1-16,1-18",18-1,18-15
"1-16,1-18",18-1,18-16
"1-16,1-18",18-1,18-17
"1-16,1-18",18-1,18-2
"1-16,1-18",18-1,18-20
"1-16,1-18",18-1,18-4
"1-16,1-18",18-1,18-5
"1-16,1-18",18-1,18-7
"1-16,1-18",18-1,18-8
"1-16,1-18",18-1,18-9
"1-16,1-18",18-1,19-1
"1-16,1-18",18-1,19-10
"1-16,1-18",18-1,19-11
"1-16,1-18",18-1,19-12
"1-16,1-18",18-1,19-13
"1-16,1-18",18-1,19-14
"1-16,1-18",18-1,19-19
"1-16,1-18",18-1,19-20
"1-16,1-18",18-1,19-3
"1-16,1-18",18-1,19-4
"1-16,1-18",18-1,19-6
"1-16,1-18",18-1,19-7
"1-16,1-18",18-1,19-8
"1-16,1-18",18-1,19-9
"1-16,1-18",18-1,2-12
"1-16,1-18",18-1,2-13
"1-16,1-18",18-1,2-15
"1-16,1-18",18-1,2-16
"1-16,1-18",18-1,2-19
"1-16,1-18",18-1,2-20
"1-16,1-18",18-1,2-3
"1-16,1-18",18-1,2-4
"1-16,1-18",18-1,2-5
"1-16,1-18",18-1,2-6
"1-16,1-18",18-1,2-7
"1-16,1-18",18-1,2-8
"1-16,1-18",18-1,20-12
"1-16,1-18",18-1,20-14
"1-16,1-18",18-1,20-16
"1-16,1-18",18-1,20-18
"1-16,1-18",18-1,20-20
"1-16,1-18",18-1,20-3
"1-16,1-18",18-1,20-4
"1-16,1-18",18-1,20-5
"1-16,1-18",18-1,20-7
"1-16,1-18",18-1,20-8
"1-16,1-18",18-1,3-1
"1-16,1-18",18-1,3-13
"1-16,1-18",18-1,3-18
"1-16,1-18",18-1,3-2
"1-16,1-18",18-1,3-8
"1-16,1-18",18-1,4-1
"1-16,1-18",18-1,4-10
"1-16,1-18",18-1,4-11
"1-16,1-18",18-1,5-1
"1-16,1-18",18-1,5-5
"1-16,1-18",18-1,6-1
"1-16,1-18",18-1,6-6
"1-16,1-18",18-1,7-10
"1-16,1-18",18-1,7-11
"1-16,1-18",18-1,7-20
"1-16,1-18",18-1,7-7
"1-16,1-18",18-1,8-1
"1-16,1-18",18-1,8-13
"1-16,1-18",18-1,8-18
"1-16,1-18",18-1,8-3
"1-16,1-18",18-1,8-7
"1-16,1-18",18-1,8-8
"1-16,1-18",18-1,9-1
"1-16,1-18",18-1,9-20
"1-16,1-18",18-10,18-11
"1-16,1-18",18-10,18-12
"1-16,1-18",18-10,18-13
"1-16,1-18",18-10,18-14
"1-16,1-18",18-10,18-15
"1-16,1-18",18-10,18-16
"1-16,1-18",18-10,18-17
"1-16,1-18",18-10,18-2
"1-16,1-18",18-10,18-20
"1-16,1-18",18-10,18-4
"1-16,1-18",18-10,18-5
"1-16,1-18",18-10,18-7
"1-16,1-18",18-10,18-8
"1-16,1-18",18-10,18-9
"1-16,1-18",18-10,19-1
"1-16,1-18",18-10,19-10
"1-16,1-18",18-10,19-11
"1-16,1-18",18-10,19-12
"1-16,1-18",18-10,19-13
"1-16,1-18",18-10,19-14
"1-16,1-18",18-10,19-19
"1-16,1-18",18-10,19-20
"1-16,1-18",18-10,19-3
"1-16,1-18",18-10,19-4
"1-16,1-18",18-10,19-6
"1-16,1-18",18-10,19-7
"1-16,1-18",18-10,19-8
"1-16,1-18",18-10,19-9
"1-16,1-18",18-10,2-12
"1-16,1-18",18-10,2-13
"1-16,1-18",18-10,2-15
"1-16,1-18",18-10,2-16
"1-16,1-18",18-10,2-19
"1-16,1-18",18-10,2-20
"1-16,1-18",18-10,2-3
"1-16,1-18",18-10,2-4
"1-16,1-18",18-10,2-5
"1-16,1-18",18-10,2-6
"1-16,1-18",18-10,2-7
"1-16,1-18",18-10,2-8
"1-16,1-18",18-10,20-12
"1-16,1-18",18-10,20-14
"1-16,1-18",18-10,20-16
"1-16,1-18",18-10,20-18
"1-16,1-18",18-10,20-20
"1-16,1-18",18-10,20-3
"1-16,1-18",18-10,20-4
"1-16,1-18",18-10,20-5
"1-16,1-18",18-10,20-7
"1-16,1-18",18-10,20-8
"1-16,1-18",18-10,3-1
"1-16,1-18",18-10,3-13
"1-16,1-18",18-10,3-18
"1-16,1-18",18-10,3-2
"1-16,1-18",18-10,3-8
"1-16,1-18",18-10,4-1
"1-16,1-18",18-10,4-10
"1-16,1-18",18-10,4-11
"1-16,1-18",18-10,5-1
"1-16,1-18",18-10,5-5
"1-16,1-18",18-10,6-1
"1-16,1-18",18-10,6-6
"1-16,1-18",18-10,7-10
"1-16,1-18",18-10,7-11
"1-16,1-18",18-10,7-20
"1-16,1-18",18-10,7-7
"1-16,1-18",18-10,8-1
"1-16,1-18",18-10,8-13
"1-16,1-18",18-10,8-18
"1-16,1-18",18-10,8-3
"1-16,1-18",18-10,8-7
"1-16,1-18",18-10,8-8
"1-16,1-18",18-10,9-1
"1-16,1-18",18-10,9-20
"1-16,1-18",18-11,18-12
"1-16,1-18",18-11,18-13
"1-16,1-18",18-11,18-14
"1-16,1-18",18-11,18-15
"1-16,1-18",18-11,18-16
"1-16,1-18",18-11,18-17
"1-16,1-18",18-11,18-2
"1-16,1-18",18-11,18-20
"1-16,1-18",18-11,18-4
"1-16,1-18",18-11,18-5
"1-16,1-18",18-11,18-7
"1-16,1-18",18-11,18-8
"1-16,1-18",18-11,18-9
"1-16,1-18",18-11,19-1
"1-16,1-18",18-11,19-10
"1-16,1-18",18-11,19-11
"1-16,1-18",18-11,19-12
"1-16,1-18",18-11,19-13
"1-16,1-18",18-11,19-14
"1-16,1-18",18-11,19-19
"1-16,1-18",18-11,19-20
"1-16,1-18",18-11,19-3
"1-16,1-18",18-11,19-4
"1-16,1-18",18-11,19-6
"1-16,1-18",18-11,19-7
"1-16,1-18",18-11,19-8
"1-16,1-18",18-11,19-9
"1-16,1-18",18-11,2-12
"1-16,1-18",18-11,2-13
"1-16,1-18",18-11,2-15
"1-16,1-18",18-11,2-16
"1-16,1-18",18-11,2-19
"1-16,1-18",18-11,2-20
"1-16,1-18",18-11,2-3
"1-16,1-18",18-11,2-4
"1-16,1-18",18-11,2-5
"1-16,1-18",18-11,2-6
"1-16,1-18",18-11,2-7
"1-16,1-18",18-11,2-8
"1-16,1-18",18-11,20-12
"1-16,1-18",18-11,20-14
"1-16,1-18",18-11,20-16
"1-16,1-18",18-11,20-18
"1-16,1-18",18-11,20-20
"1-16,1-18",18-11,20-3
"1-16,1-18",18-11,20-4
"1-16,1-18",18-11,20-5
"1-16,1-18",18-11,20-7
"1-16,1-18",18-11,20-8
"1-16,1-18",18-11,3-1
"1-16,1-18",18-11,3-13
"1-16,1-18",18-11,3-18
"1-16,1-18",18-11,3-2
"1-16,1-18",18-11,3-8
"1-16,1-18",18-11,4-1
"1-16,1-18",18-11,4-10
"1-16,1-18",18-11,4-11
"1-16,1-18",18-11,5-1
"1-16,1-18",18-11,5-5
"1-16,1-18",18-11,6-1
"1-16,1-18",18-11,6-6
"1-16,1-18",18-11,7-10
"1-16,1-18",18-11,7-11
"1-16,1-18",18-11,7-20
"1-16,1-18",18-11,7-7
"1-16,1-18",18-11,8-1
"1-16,1-18",18-11,8-13
"1-16,1-18",18-11,8-18
"1-16,1-18",18-11,8-3
"1-16,1-18",18-11,8-7
"1-16,1-18",18-11,8-8
"1-16,1-18",18-11,9-1
"1-16,1-18",18-11,9-20
"1-16,1-18",18-12,18-13
"1-16,1-18",18-12,18-14
"1-16,1-18",18-12,18-15
"1-16,1-18",18-12,18-16
"1-16,1-18",18-12,18-17
"1-16,1-18",18-12,18-2
"1-16,1-18",18-12,18-20
"1-16,1-18",18-12,18-4
"1-16,1-18",18-12,18-5
"1-16,1-18",18-12,18-7
"1-16,1-18",18-12,18-8
"1-16,1-18",18-12,18-9
"1-16,1-18",18-12,19-1
"1-16,1-18",18-12,19-10
"1-16,1-18",18-12,19-11
"1-16,1-18",18-12,19-12
"1-16,1-18",18-12,19-13
"1-16,1-18",18-12,19-14
"1-16,1-18",18-12,19-19
"1-16,1-18",18-12,19-20
"1-16,1-18",18-12,19-3
"1-16,1-18",18-12,19-4
"1-16,1-18",18-12,19-6
"1-16,1-18",18-12,19-7
"1-16,1-18",18-12,19-8
"1-16,1-18",18-12,19-9
"1-16,1-18",18-12,2-12
"1-16,1-18",18-12,2-13
"1-16,1-18",18-12,2-15
"1-16,1-18",18-12,2-16
"1-16,1-18",18-12,2-19
"1-16,1-18",18-12,2-20
"1-16,1-18",18-12,2-3
"1-16,1-18",18-12,2-4
"1-16,1-18",18-12,2-5
"1-16,1-18",18-12,2-6
"1-16,1-18",18-12,2-7
"1-16,1-18",18-12,2-8
"1-16,1-18",18-12,20-12
"1-16,1-18",18-12,20-14
"1-16,1-18",18-12,20-16
"1-16,1-18",18-12,20-18
"1-16,1-18",18-12,20-20
"1-16,1-18",18-12,20-3
"1-16,1-18",18-12,20-4
"1-16,1-18",18-12,20-5
"1-16,1-18",18-12,20-7
"1-16,1-18",18-12,20-8
"1-16,1-18",18-12,3-1
"1-16,1-18",18-12,3-13
"1-16,1-18",18-12,3-18
"1-16,1-18",18-12,3-2
"1-16,1-18",18-12,3-8
"1-16,1-18",18-12,4-1
"1-16,1-18",18-12,4-10
"1-16,1-18",18-12,4-11
