domain,seen_new_a,seen_new_b,samples_a,samples_b
20-1,20-3,7-14,135,200
20-1,20-3,7-20,135,200
20-1,20-3,7-7,135,200
20-1,20-3,7-8,135,200
20-1,20-3,7-9,135,200
20-1,20-3,8-1,135,200
20-1,20-3,8-13,135,200
20-1,20-3,8-14,135,200
20-1,20-3,8-18,135,200
20-1,20-3,8-3,135,200
20-1,20-3,8-7,135,177
20-1,20-3,8-8,135,200
20-1,20-3,9-1,135,200
20-1,20-3,9-14,135,164
20-1,20-3,9-20,135,200
20-1,20-3,9-7,135,200
20-1,20-4,20-5,200,200
20-1,20-4,20-7,200,200
20-1,20-4,20-8,200,200
20-1,20-4,3-1,200,200
20-1,20-4,3-13,200,200
20-1,20-4,3-18,200,200
20-1,20-4,3-19,200,200
20-1,20-4,3-2,200,200
20-1,20-4,3-20,200,200
20-1,20-4,3-8,200,200
20-1,20-4,4-1,200,200
20-1,20-4,4-10,200,157
20-1,20-4,4-11,200,200
20-1,20-4,5-1,200,200
20-1,20-4,5-16,200,200
20-1,20-4,5-20,200,200
20-1,20-4,5-5,200,200
20-1,20-4,6-1,200,200
20-1,20-4,6-6,200,200
20-1,20-4,7-10,200,200
20-1,20-4,7-11,200,200
20-1,20-4,7-12,200,200
20-1,20-4,7-13,200,200
20-1,20-4,7-14,200,200
20-1,20-4,7-20,200,200
20-1,20-4,7-7,200,200
20-1,20-4,7-8,200,200
20-1,20-4,7-9,200,200
20-1,20-4,8-1,200,200
20-1,20-4,8-13,200,200
20-1,20-4,8-14,200,200
20-1,20-4,8-18,200,200
20-1,20-4,8-3,200,200
20-1,20-4,8-7,200,177
20-1,20-4,8-8,200,200
20-1,20-4,9-1,200,200
20-1,20-4,9-14,200,164
20-1,20-4,9-20,200,200
20-1,20-4,9-7,200,200
20-1,20-5,20-7,200,200
20-1,20-5,20-8,200,200
20-1,20-5,3-1,200,200
20-1,20-5,3-13,200,200
20-1,20-5,3-18,200,200
20-1,20-5,3-19,200,200
20-1,20-5,3-2,200,200
20-1,20-5,3-20,200,200
20-1,20-5,3-8,200,200
20-1,20-5,4-1,200,200
20-1,20-5,4-10,200,157
20-1,20-5,4-11,200,200
20-1,20-5,5-1,200,200
20-1,20-5,5-16,200,200
20-1,20-5,5-20,200,200
20-1,20-5,5-5,200,200
20-1,20-5,6-1,200,200
20-1,20-5,6-6,200,200
20-1,20-5,7-10,200,200
20-1,20-5,7-11,200,200
20-1,20-5,7-12,200,200
20-1,20-5,7-13,200,200
20-1,20-5,7-14,200,200
20-1,20-5,7-20,200,200
20-1,20-5,7-7,200,200
20-1,20-5,7-8,200,200
20-1,20-5,7-9,200,200
20-1,20-5,8-1,200,200
20-1,20-5,8-13,200,200
20-1,20-5,8-14,200,200
20-1,20-5,8-18,200,200
20-1,20-5,8-3,200,200
20-1,20-5,8-7,200,177
20-1,20-5,8-8,200,200
20-1,20-5,9-1,200,200
20-1,20-5,9-14,200,164
20-1,20-5,9-20,200,200
20-1,20-5,9-7,200,200
20-1,20-7,20-8,200,200
20-1,20-7,3-1,200,200
20-1,20-7,3-13,200,200
20-1,20-7,3-18,200,200
20-1,20-7,3-19,200,200
20-1,20-7,3-2,200,200
20-1,20-7,3-20,200,200
20-1,20-7,3-8,200,200
20-1,20-7,4-1,200,200
20-1,20-7,4-10,200,157
20-1,20-7,4-11,200,200
20-1,20-7,5-1,200,200
20-1,20-7,5-16,200,200
20-1,20-7,5-20,200,200
20-1,20-7,5-5,200,200
20-1,20-7,6-1,200,200
20-1,20-7,6-6,200,200
20-1,20-7,7-10,200,200
20-1,20-7,7-11,200,200
20-1,20-7,7-12,200,200
20-1,20-7,7-13,200,200
20-1,20-7,7-14,200,200
20-1,20-7,7-20,200,200
20-1,20-7,7-7,200,200
20-1,20-7,7-8,200,200
20-1,20-7,7-9,200,200
20-1,20-7,8-1,200,200
20-1,20-7,8-13,200,200
20-1,20-7,8-14,200,200
20-1,20-7,8-18,200,200
20-1,20-7,8-3,200,200
20-1,20-7,8-7,200,177
20-1,20-7,8-8,200,200
20-1,20-7,9-1,200,200
20-1,20-7,9-14,200,164
20-1,20-7,9-20,200,200
20-1,20-7,9-7,200,200
20-1,20-8,3-1,200,200
20-1,20-8,3-13,200,200
20-1,20-8,3-18,200,200
20-1,20-8,3-19,200,200
20-1,20-8,3-2,200,200
20-1,20-8,3-20,200,200
20-1,20-8,3-8,200,200
20-1,20-8,4-1,200,200
20-1,20-8,4-10,200,157
20-1,20-8,4-11,200,200
20-1,20-8,5-1,200,200
20-1,20-8,5-16,200,200
20-1,20-8,5-20,200,200
20-1,20-8,5-5,200,200
20-1,20-8,6-1,200,200
20-1,20-8,6-6,200,200
20-1,20-8,7-10,200,200
20-1,20-8,7-11,200,200
20-1,20-8,7-12,200,200
20-1,20-8,7-13,200,200
20-1,20-8,7-14,200,200
20-1,20-8,7-20,200,200
20-1,20-8,7-7,200,200
20-1,20-8,7-8,200,200
20-1,20-8,7-9,200,200
20-1,20-8,8-1,200,200
20-1,20-8,8-13,200,200
20-1,20-8,8-14,200,200
20-1,20-8,8-18,200,200
20-1,20-8,8-3,200,200
20-1,20-8,8-7,200,177
20-1,20-8,8-8,200,200
20-1,20-8,9-1,200,200
20-1,20-8,9-14,200,164
20-1,20-8,9-20,200,200
20-1,20-8,9-7,200,200
20-1,3-1,3-13,200,200
20-1,3-1,3-18,200,200
20-1,3-1,3-19,200,200
20-1,3-1,3-2,200,200
20-1,3-1,3-20,200,200
20-1,3-1,3-8,200,200
20-1,3-1,4-1,200,200
20-1,3-1,4-10,200,157
20-1,3-1,4-11,200,200
20-1,3-1,5-1,200,200
20-1,3-1,5-16,200,200
20-1,3-1,5-20,200,200
20-1,3-1,5-5,200,200
20-1,3-1,6-1,200,200
20-1,3-1,6-6,200,200
20-1,3-1,7-10,200,200
20-1,3-1,7-11,200,200
20-1,3-1,7-12,200,200
20-1,3-1,7-13,200,200
20-1,3-1,7-14,200,200
20-1,3-1,7-20,200,200
20-1,3-1,7-7,200,200
20-1,3-1,7-8,200,200
20-1,3-1,7-9,200,200
20-1,3-1,8-1,200,200
20-1,3-1,8-13,200,200
20-1,3-1,8-14,200,200
20-1,3-1,8-18,200,200
20-1,3-1,8-3,200,200
20-1,3-1,8-7,200,177
20-1,3-1,8-8,200,200
20-1,3-1,9-1,200,200
20-1,3-1,9-14,200,164
20-1,3-1,9-20,200,200
20-1,3-1,9-7,200,200
20-1,3-13,3-18,200,200
20-1,3-13,3-19,200,200
20-1,3-13,3-2,200,200
20-1,3-13,3-20,200,200
20-1,3-13,3-8,200,200
20-1,3-13,4-1,200,200
20-1,3-13,4-10,200,157
20-1,3-13,4-11,200,200
20-1,3-13,5-1,200,200
20-1,3-13,5-16,200,200
20-1,3-13,5-20,200,200
20-1,3-13,5-5,200,200
20-1,3-13,6-1,200,200
20-1,3-13,6-6,200,200
20-1,3-13,7-10,200,200
20-1,3-13,7-11,200,200
20-1,3-13,7-12,200,200
20-1,3-13,7-13,200,200
20-1,3-13,7-14,200,200
20-1,3-13,7-20,200,200
20-1,3-13,7-7,200,200
20-1,3-13,7-8,200,200
20-1,3-13,7-9,200,200
20-1,3-13,8-1,200,200
20-1,3-13,8-13,200,200
20-1,3-13,8-14,200,200
20-1,3-13,8-18,200,200
20-1,3-13,8-3,200,200
20-1,3-13,8-7,200,177
20-1,3-13,8-8,200,200
20-1,3-13,9-1,200,200
20-1,3-13,9-14,200,164
20-1,3-13,9-20,200,200
20-1,3-13,9-7,200,200
20-1,3-18,3-19,200,200
20-1,3-18,3-2,200,200
20-1,3-18,3-20,200,200
20-1,3-18,3-8,200,200
20-1,3-18,4-1,200,200
20-1,3-18,4-10,200,157
20-1,3-18,4-11,200,200
20-1,3-18,5-1,200,200
20-1,3-18,5-16,200,200
20-1,3-18,5-20,200,200
20-1,3-18,5-5,200,200
20-1,3-18,6-1,200,200
20-1,3-18,6-6,200,200
20-1,3-18,7-10,200,200
20-1,3-18,7-11,200,200
20-1,3-18,7-12,200,200
20-1,3-18,7-13,200,200
20-1,3-18,7-14,200,200
20-1,3-18,7-20,200,200
20-1,3-18,7-7,200,200
20-1,3-18,7-8,200,200
20-1,3-18,7-9,200,200
20-1,3-18,8-1,200,200
20-1,3-18,8-13,200,200
20-1,3-18,8-14,200,200
20-1,3-18,8-18,200,200
20-1,3-18,8-3,200,200
20-1,3-18,8-7,200,177
20-1,3-18,8-8,200,200
20-1,3-18,9-1,200,200
20-1,3-18,9-14,200,164
20-1,3-18,9-20,200,200
20-1,3-18,9-7,200,200
20-1,3-19,3-2,200,200
20-1,3-19,3-20,200,200
20-1,3-19,3-8,200,200
20-1,3-19,4-1,200,200
20-1,3-19,4-10,200,157
20-1,3-19,4-11,200,200
20-1,3-19,5-1,200,200
20-1,3-19,5-16,200,200
20-1,3-19,5-20,200,200
20-1,3-19,5-5,200,200
20-1,3-19,6-1,200,200
20-1,3-19,6-6,200,200
20-1,3-19,7-10,200,200
20-1,3-19,7-11,200,200
20-1,3-19,7-12,200,200
20-1,3-19,7-13,200,200
20-1,3-19,7-14,200,200
20-1,3-19,7-20,200,200
20-1,3-19,7-7,200,200
20-1,3-19,7-8,200,200
20-1,3-19,7-9,200,200
20-1,3-19,8-1,200,200
20-1,3-19,8-13,200,200
20-1,3-19,8-14,200,200
20-1,3-19,8-18,200,200
20-1,3-19,8-3,200,200
20-1,3-19,8-7,200,177
20-1,3-19,8-8,200,200
20-1,3-19,9-1,200,200
20-1,3-19,9-14,200,164
20-1,3-19,9-20,200,200
20-1,3-19,9-7,200,200
20-1,3-2,3-20,200,200
20-1,3-2,3-8,200,200
20-1,3-2,4-1,200,200
20-1,3-2,4-10,200,157
20-1,3-2,4-11,200,200
20-1,3-2,5-1,200,200
20-1,3-2,5-16,200,200
20-1,3-2,5-20,200,200
20-1,3-2,5-5,200,200
20-1,3-2,6-1,200,200
20-1,3-2,6-6,200,200
20-1,3-2,7-10,200,200
20-1,3-2,7-11,200,200
20-1,3-2,7-12,200,200
20-1,3-2,7-13,200,200
20-1,3-2,7-14,200,200
20-1,3-2,7-20,200,200
20-1,3-2,7-7,200,200
20-1,3-2,7-8,200,200
20-1,3-2,7-9,200,200
20-1,3-2,8-1,200,200
20-1,3-2,8-13,200,200
20-1,3-2,8-14,200,200
20-1,3-2,8-18,200,200
20-1,3-2,8-3,200,200
20-1,3-2,8-7,200,177
20-1,3-2,8-8,200,200
20-1,3-2,9-1,200,200
20-1,3-2,9-14,200,164
20-1,3-2,9-20,200,200
20-1,3-2,9-7,200,200
20-1,3-20,3-8,200,200
20-1,3-20,4-1,200,200
20-1,3-20,4-10,200,157
20-1,3-20,4-11,200,200
20-1,3-20,5-1,200,200
20-1,3-20,5-16,200,200
20-1,3-20,5-20,200,200
20-1,3-20,5-5,200,200
20-1,3-20,6-1,200,200
20-1,3-20,6-6,200,200
20-1,3-20,7-10,200,200
20-1,3-20,7-11,200,200
20-1,3-20,7-12,200,200
20-1,3-20,7-13,200,200
20-1,3-20,7-14,200,200
20-1,3-20,7-20,200,200
20-1,3-20,7-7,200,200
20-1,3-20,7-8,200,200
20-1,3-20,7-9,200,200
20-1,3-20,8-1,200,200
20-1,3-20,8-13,200,200
20-1,3-20,8-14,200,200
20-1,3-20,8-18,200,200
20-1,3-20,8-3,200,200
20-1,3-20,8-7,200,177
20-1,3-20,8-8,200,200
20-1,3-20,9-1,200,200
20-1,3-20,9-14,200,164
20-1,3-20,9-20,200,200
20-1,3-20,9-7,200,200
20-1,3-8,4-1,200,200
20-1,3-8,4-10,200,157
20-1,3-8,4-11,200,200
20-1,3-8,5-1,200,200
20-1,3-8,5-16,200,200
20-1,3-8,5-20,200,200
20-1,3-8,5-5,200,200
20-1,3-8,6-1,200,200
20-1,3-8,6-6,200,200
20-1,3-8,7-10,200,200
20-1,3-8,7-11,200,200
20-1,3-8,7-12,200,200
20-1,3-8,7-13,200,200
20-1,3-8,7-14,200,200
20-1,3-8,7-20,200,200
20-1,3-8,7-7,200,200
20-1,3-8,7-8,200,200
20-1,3-8,7-9,200,200
20-1,3-8,8-1,200,200
20-1,3-8,8-13,200,200
20-1,3-8,8-14,200,200
20-1,3-8,8-18,200,200
20-1,3-8,8-3,200,200
20-1,3-8,8-7,200,177
20-1,3-8,8-8,200,200
20-1,3-8,9-1,200,200
20-1,3-8,9-14,200,164
20-1,3-8,9-20,200,200
20-1,3-8,9-7,200,200
20-1,4-1,4-10,200,157
20-1,4-1,4-11,200,200
20-1,4-1,5-1,200,200
20-1,4-1,5-16,200,200
20-1,4-1,5-20,200,200
20-1,4-1,5-5,200,200
20-1,4-1,6-1,200,200
20-1,4-1,6-6,200,200
20-1,4-1,7-10,200,200
20-1,4-1,7-11,200,200
20-1,4-1,7-12,200,200
20-1,4-1,7-13,200,200
20-1,4-1,7-14,200,200
20-1,4-1,7-20,200,200
20-1,4-1,7-7,200,200
20-1,4-1,7-8,200,200
20-1,4-1,7-9,200,200
20-1,4-1,8-1,200,200
20-1,4-1,8-13,200,200
20-1,4-1,8-14,200,200
20-1,4-1,8-18,200,200
20-1,4-1,8-3,200,200
20-1,4-1,8-7,200,177
20-1,4-1,8-8,200,200
20-1,4-1,9-1,200,200
20-1,4-1,9-14,200,164
20-1,4-1,9-20,200,200
20-1,4-1,9-7,200,200
20-1,4-10,4-11,157,200
20-1,4-10,5-1,157,200
20-1,4-10,5-16,157,200
20-1,4-10,5-20,157,200
20-1,4-10,5-5,157,200
20-1,4-10,6-1,157,200
20-1,4-10,6-6,157,200
20-1,4-10,7-10,157,200
20-1,4-10,7-11,157,200
20-1,4-10,7-12,157,200
20-1,4-10,7-13,157,200
20-1,4-10,7-14,157,200
20-1,4-10,7-20,157,200
20-1,4-10,7-7,157,200
20-1,4-10,7-8,157,200
20-1,4-10,7-9,157,200
20-1,4-10,8-1,157,200
20-1,4-10,8-13,157,200
20-1,4-10,8-14,157,200
20-1,4-10,8-18,157,200
20-1,4-10,8-3,157,200
20-1,4-10,8-7,157,177
20-1,4-10,8-8,157,200
20-1,4-10,9-1,157,200
20-1,4-10,9-14,157,164
20-1,4-10,9-20,157,200
20-1,4-10,9-7,157,200
20-1,4-11,5-1,200,200
20-1,4-11,5-16,200,200
20-1,4-11,5-20,200,200
20-1,4-11,5-5,200,200
20-1,4-11,6-1,200,200
20-1,4-11,6-6,200,200
20-1,4-11,7-10,200,200
20-1,4-11,7-11,200,200
20-1,4-11,7-12,200,200
20-1,4-11,7-13,200,200
20-1,4-11,7-14,200,200
20-1,4-11,7-20,200,200
20-1,4-11,7-7,200,200
20-1,4-11,7-8,200,200
20-1,4-11,7-9,200,200
20-1,4-11,8-1,200,200
20-1,4-11,8-13,200,200
20-1,4-11,8-14,200,200
20-1,4-11,8-18,200,200
20-1,4-11,8-3,200,200
20-1,4-11,8-7,200,177
20-1,4-11,8-8,200,200
20-1,4-11,9-1,200,200
20-1,4-11,9-14,200,164
20-1,4-11,9-20,200,200
20-1,4-11,9-7,200,200
20-1,5-1,5-16,200,200
20-1,5-1,5-20,200,200
20-1,5-1,5-5,200,200
20-1,5-1,6-1,200,200
20-1,5-1,6-6,200,200
20-1,5-1,7-10,200,200
20-1,5-1,7-11,200,200
20-1,5-1,7-12,200,200
20-1,5-1,7-13,200,200
20-1,5-1,7-14,200,200
20-1,5-1,7-20,200,200
20-1,5-1,7-7,200,200
20-1,5-1,7-8,200,200
20-1,5-1,7-9,200,200
20-1,5-1,8-1,200,200
20-1,5-1,8-13,200,200
20-1,5-1,8-14,200,200
20-1,5-1,8-18,200,200
20-1,5-1,8-3,200,200
20-1,5-1,8-7,200,177
20-1,5-1,8-8,200,200
20-1,5-1,9-1,200,200
20-1,5-1,9-14,200,164
20-1,5-1,9-20,200,200
20-1,5-1,9-7,200,200
20-1,5-16,5-20,200,200
20-1,5-16,5-5,200,200
20-1,5-16,6-1,200,200
20-1,5-16,6-6,200,200
20-1,5-16,7-10,200,200
20-1,5-16,7-11,200,200
20-1,5-16,7-12,200,200
20-1,5-16,7-13,200,200
20-1,5-16,7-14,200,200
20-1,5-16,7-20,200,200
20-1,5-16,7-7,200,200
20-1,5-16,7-8,200,200
20-1,5-16,7-9,200,200
20-1,5-16,8-1,200,200
20-1,5-16,8-13,200,200
20-1,5-16,8-14,200,200
20-1,5-16,8-18,200,200
20-1,5-16,8-3,200,200
20-1,5-16,8-7,200,177
20-1,5-16,8-8,200,200
20-1,5-16,9-1,200,200
20-1,5-16,9-14,200,164
20-1,5-16,9-20,200,200
20-1,5-16,9-7,200,200
20-1,5-20,5-5,200,200
20-1,5-20,6-1,200,200
20-1,5-20,6-6,200,200
20-1,5-20,7-10,200,200
20-1,5-20,7-11,200,200
20-1,5-20,7-12,200,200
20-1,5-20,7-13,200,200
20-1,5-20,7-14,200,200
20-1,5-20,7-20,200,200
20-1,5-20,7-7,200,200
20-1,5-20,7-8,200,200
20-1,5-20,7-9,200,200
20-1,5-20,8-1,200,200
20-1,5-20,8-13,200,200
20-1,5-20,8-14,200,200
20-1,5-20,8-18,200,200
20-1,5-20,8-3,200,200
20-1,5-20,8-7,200,177
20-1,5-20,8-8,200,200
20-1,5-20,9-1,200,200
20-1,5-20,9-14,200,164
20-1,5-20,9-20,200,200
20-1,5-20,9-7,200,200
20-1,5-5,6-1,200,200
20-1,5-5,6-6,200,200
20-1,5-5,7-10,200,200
20-1,5-5,7-11,200,200
20-1,5-5,7-12,200,200
20-1,5-5,7-13,200,200
20-1,5-5,7-14,200,200
20-1,5-5,7-20,200,200
20-1,5-5,7-7,200,200
20-1,5-5,7-8,200,200
20-1,5-5,7-9,200,200
20-1,5-5,8-1,200,200
20-1,5-5,8-13,200,200
20-1,5-5,8-14,200,200
20-1,5-5,8-18,200,200
20-1,5-5,8-3,200,200
20-1,5-5,8-7,200,177
20-1,5-5,8-8,200,200
20-1,5-5,9-1,200,200
20-1,5-5,9-14,200,164
20-1,5-5,9-20,200,200
20-1,5-5,9-7,200,200
20-1,6-1,6-6,200,200
20-1,6-1,7-10,200,200
20-1,6-1,7-11,200,200
20-1,6-1,7-12,200,200
20-1,6-1,7-13,200,200
20-1,6-1,7-14,200,200
20-1,6-1,7-20,200,200
20-1,6-1,7-7,200,200
20-1,6-1,7-8,200,200
20-1,6-1,7-9,200,200
20-1,6-1,8-1,200,200
20-1,6-1,8-13,200,200
20-1,6-1,8-14,200,200
20-1,6-1,8-18,200,200
20-1,6-1,8-3,200,200
20-1,6-1,8-7,200,177
20-1,6-1,8-8,200,200
20-1,6-1,9-1,200,200
20-1,6-1,9-14,200,164
20-1,6-1,9-20,200,200
20-1,6-1,9-7,200,200
20-1,6-6,7-10,200,200
20-1,6-6,7-11,200,200
20-1,6-6,7-12,200,200
20-1,6-6,7-13,200,200
20-1,6-6,7-14,200,200
20-1,6-6,7-20,200,200
20-1,6-6,7-7,200,200
20-1,6-6,7-8,200,200
20-1,6-6,7-9,200,200
20-1,6-6,8-1,200,200
20-1,6-6,8-13,200,200
20-1,6-6,8-14,200,200
20-1,6-6,8-18,200,200
20-1,6-6,8-3,200,200
20-1,6-6,8-7,200,177
20-1,6-6,8-8,200,200
20-1,6-6,9-1,200,200
20-1,6-6,9-14,200,164
20-1,6-6,9-20,200,200
20-1,6-6,9-7,200,200
20-1,7-10,7-11,200,200
20-1,7-10,7-12,200,200
20-1,7-10,7-13,200,200
20-1,7-10,7-14,200,200
20-1,7-10,7-20,200,200
20-1,7-10,7-7,200,200
20-1,7-10,7-8,200,200
20-1,7-10,7-9,200,200
20-1,7-10,8-1,200,200
20-1,7-10,8-13,200,200
20-1,7-10,8-14,200,200
20-1,7-10,8-18,200,200
20-1,7-10,8-3,200,200
20-1,7-10,8-7,200,177
20-1,7-10,8-8,200,200
20-1,7-10,9-1,200,200
20-1,7-10,9-14,200,164
20-1,7-10,9-20,200,200
20-1,7-10,9-7,200,200
20-1,7-11,7-12,200,200
20-1,7-11,7-13,200,200
20-1,7-11,7-14,200,200
20-1,7-11,7-20,200,200
20-1,7-11,7-7,200,200
20-1,7-11,7-8,200,200
20-1,7-11,7-9,200,200
20-1,7-11,8-1,200,200
20-1,7-11,8-13,200,200
20-1,7-11,8-14,200,200
20-1,7-11,8-18,200,200
20-1,7-11,8-3,200,200
20-1,7-11,8-7,200,177
20-1,7-11,8-8,200,200
20-1,7-11,9-1,200,200
20-1,7-11,9-14,200,164
20-1,7-11,9-20,200,200
20-1,7-11,9-7,200,200
20-1,7-12,7-13,200,200
20-1,7-12,7-14,200,200
20-1,7-12,7-20,200,200
20-1,7-12,7-7,200,200
20-1,7-12,7-8,200,200
20-1,7-12,7-9,200,200
20-1,7-12,8-1,200,200
20-1,7-12,8-13,200,200
20-1,7-12,8-14,200,200
20-1,7-12,8-18,200,200
20-1,7-12,8-3,200,200
20-1,7-12,8-7,200,177
20-1,7-12,8-8,200,200
20-1,7-12,9-1,200,200
20-1,7-12,9-14,200,164
20-1,7-12,9-20,200,200
20-1,7-12,9-7,200,200
20-1,7-13,7-14,200,200
20-1,7-13,7-20,200,200
20-1,7-13,7-7,200,200
20-1,7-13,7-8,200,200
20-1,7-13,7-9,200,200
20-1,7-13,8-1,200,200
20-1,7-13,8-13,200,200
20-1,7-13,8-14,200,200
20-1,7-13,8-18,200,200
20-1,7-13,8-3,200,200
20-1,7-13,8-7,200,177
20-1,7-13,8-8,200,200
20-1,7-13,9-1,200,200
20-1,7-13,9-14,200,164
20-1,7-13,9-20,200,200
20-1,7-13,9-7,200,200
20-1,7-14,7-20,200,200
20-1,7-14,7-7,200,200
20-1,7-14,7-8,200,200
20-1,7-14,7-9,200,200
20-1,7-14,8-1,200,200
20-1,7-14,8-13,200,200
20-1,7-14,8-14,200,200
20-1,7-14,8-18,200,200
20-1,7-14,8-3,200,200
20-1,7-14,8-7,200,177
20-1,7-14,8-8,200,200
20-1,7-14,9-1,200,200
20-1,7-14,9-14,200,164
20-1,7-14,9-20,200,200
20-1,7-14,9-7,200,200
20-1,7-20,7-7,200,200
20-1,7-20,7-8,200,200
20-1,7-20,7-9,200,200
20-1,7-20,8-1,200,200
20-1,7-20,8-13,200,200
20-1,7-20,8-14,200,200
20-1,7-20,8-18,200,200
20-1,7-20,8-3,200,200
20-1,7-20,8-7,200,177
20-1,7-20,8-8,200,200
20-1,7-20,9-1,200,200
20-1,7-20,9-14,200,164
20-1,7-20,9-20,200,200
20-1,7-20,9-7,200,200
20-1,7-7,7-8,200,200
20-1,7-7,7-9,200,200
20-1,7-7,8-1,200,200
20-1,7-7,8-13,200,200
20-1,7-7,8-14,200,200
20-1,7-7,8-18,200,200
20-1,7-7,8-3,200,200
20-1,7-7,8-7,200,177
20-1,7-7,8-8,200,200
20-1,7-7,9-1,200,200
20-1,7-7,9-14,200,164
20-1,7-7,9-20,200,200
20-1,7-7,9-7,200,200
20-1,7-8,7-9,200,200
20-1,7-8,8-1,200,200
20-1,7-8,8-13,200,200
20-1,7-8,8-14,200,200
20-1,7-8,8-18,200,200
20-1,7-8,8-3,200,200
20-1,7-8,8-7,200,177
20-1,7-8,8-8,200,200
20-1,7-8,9-1,200,200
20-1,7-8,9-14,200,164
20-1,7-8,9-20,200,200
20-1,7-8,9-7,200,200
20-1,7-9,8-1,200,200
20-1,7-9,8-13,200,200
20-1,7-9,8-14,200,200
20-1,7-9,8-18,200,200
20-1,7-9,8-3,200,200
20-1,7-9,8-7,200,177
20-1,7-9,8-8,200,200
20-1,7-9,9-1,200,200
20-1,7-9,9-14,200,164
20-1,7-9,9-20,200,200
20-1,7-9,9-7,200,200
20-1,8-1,8-13,200,200
20-1,8-1,8-14,200,200
20-1,8-1,8-18,200,200
20-1,8-1,8-3,200,200
20-1,8-1,8-7,200,177
20-1,8-1,8-8,200,200
20-1,8-1,9-1,200,200
20-1,8-1,9-14,200,164
20-1,8-1,9-20,200,200
20-1,8-1,9-7,200,200
20-1,8-13,8-14,200,200
20-1,8-13,8-18,200,200
20-1,8-13,8-3,200,200
20-1,8-13,8-7,200,177
20-1,8-13,8-8,200,200
20-1,8-13,9-1,200,200
20-1,8-13,9-14,200,164
20-1,8-13,9-20,200,200
20-1,8-13,9-7,200,200
20-1,8-14,8-18,200,200
20-1,8-14,8-3,200,200
20-1,8-14,8-7,200,177
20-1,8-14,8-8,200,200
20-1,8-14,9-1,200,200
20-1,8-14,9-14,200,164
20-1,8-14,9-20,200,200
20-1,8-14,9-7,200,200
20-1,8-18,8-3,200,200
20-1,8-18,8-7,200,177
20-1,8-18,8-8,200,200
20-1,8-18,9-1,200,200
20-1,8-18,9-14,200,164
20-1,8-18,9-20,200,200
20-1,8-18,9-7,200,200
20-1,8-3,8-7,200,177
20-1,8-3,8-8,200,200
20-1,8-3,9-1,200,200
20-1,8-3,9-14,200,164
20-1,8-3,9-20,200,200
20-1,8-3,9-7,200,200
20-1,8-7,8-8,177,200
20-1,8-7,9-1,177,200
20-1,8-7,9-14,177,164
20-1,8-7,9-20,177,200
20-1,8-7,9-7,177,200
20-1,8-8,9-1,200,200
20-1,8-8,9-14,200,164
20-1,8-8,9-20,200,200
20-1,8-8,9-7,200,200
20-1,9-1,9-14,200,164
20-1,9-1,9-20,200,200
20-1,9-1,9-7,200,200
20-1,9-14,9-20,164,200
20-1,9-14,9-7,164,200
20-1,9-20,9-7,200,200
3-19,1-1,1-10,191,200
3-19,1-1,1-11,191,178
3-19,1-1,1-12,191,200
3-19,1-1,1-14,191,200
3-19,1-1,1-15,191,80
3-19,1-1,1-16,191,200
3-19,1-1,1-18,191,200
3-19,1-1,1-19,191,200
3-19,1-1,1-2,191,171
3-19,1-1,1-8,191,200
3-19,1-1,10-1,191,169
3-19,1-1,10-10,191,200
3-19,1-1,10-11,191,200
3-19,1-1,10-17,191,200
3-19,1-1,10-4,191,200
3-19,1-1,10-7,191,200
3-19,1-1,11-1,191,200
3-19,1-1,11-10,191,200
3-19,1-1,11-17,191,186
3-19,1-1,11-19,191,200
3-19,1-1,11-20,191,200
3-19,1-1,11-4,191,200
3-19,1-1,11-7,191,200
3-19,1-1,12-1,191,161
3-19,1-1,12-19,191,200
3-19,1-1,12-20,191,200
3-19,1-1,12-7,191,200
3-19,1-1,13-14,191,200
3-19,1-1,13-18,191,200
3-19,1-1,13-19,191,200
3-19,1-1,13-20,191,200
3-19,1-1,13-3,191,200
3-19,1-1,13-7,191,200
3-19,1-1,14-11,191,200
3-19,1-1,14-12,191,200
3-19,1-1,14-13,191,200
3-19,1-1,14-14,191,200
3-19,1-1,14-20,191,200
3-19,1-1,14-8,191,200
3-19,1-1,14-9,191,200
3-19,1-1,15-1,191,200
3-19,1-1,15-19,191,200
3-19,1-1,15-6,191,200
3-19,1-1,16-1,191,200
3-19,1-1,16-16,191,200
3-19,1-1,16-19,191,200
3-19,1-1,16-20,191,200
3-19,1-1,16-5,191,200
3-19,1-1,17-10,191,200
3-19,1-1,17-11,191,200
3-19,1-1,18-1,191,200
3-19,1-1,18-10,191,200
3-19,1-1,18-11,191,200
3-19,1-1,18-12,191,200
3-19,1-1,18-13,191,200
3-19,1-1,18-14,191,200
3-19,1-1,18-15,191,200
3-19,1-1,18-16,191,200
3-19,1-1,18-17,191,200
3-19,1-1,18-2,191,200
3-19,1-1,18-20,191,200
3-19,1-1,18-4,191,200
3-19,1-1,18-5,191,200
3-19,1-1,18-7,191,200
3-19,1-1,18-8,191,200
3-19,1-1,18-9,191,200
3-19,1-1,19-1,191,200
3-19,1-1,19-10,191,200
3-19,1-1,19-11,191,200
3-19,1-1,19-12,191,200
3-19,1-1,19-13,191,200
3-19,1-1,19-14,191,200
3-19,1-1,19-19,191,200
3-19,1-1,19-2,191,200
3-19,1-1,19-20,191,200
3-19,1-1,19-3,191,200
3-19,1-1,19-4,191,200
