cell_id,method,new_class_count,k_shot,receiver,seed,scenario,baseline_method,comparison_relation,old_acc_before_increment,baseline_old_acc_before_increment,delta_old_acc_before_increment,old_acc_after_increment,baseline_old_acc_after_increment,delta_old_acc_after_increment,seen_new_acc,baseline_seen_new_acc,delta_seen_new_acc,H_old_new,baseline_H_old_new,delta_H_old_new,candidate_average_forgetting,baseline_candidate_average_forgetting,delta_candidate_average_forgetting,min_old_class_acc,baseline_min_old_class_acc,delta_min_old_class_acc
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,3-19,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,3-19,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,3-19,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,3-19,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,3-19,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,3-19,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,3-19,713101,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.8166666666666667,0.7916666666666666,0.025000000000000022,0.002,0.004,-0.002,0.0039902280130293165,0.007959782153330541,-0.003969554140301225,0.0,0.025000000000000022,-0.025000000000000022,0.55,0.45,0.10000000000000003
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,3-19,713101,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.825,0.825,0.0,0.0,0.002,-0.002,0.0,0.003990326481257558,-0.003990326481257558,-0.008333333333333304,-0.008333333333333304,0.0,0.65,0.65,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,3-19,713101,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.8333333333333334,0.8416666666666667,-0.008333333333333304,0.002,0.0,0.002,0.0039904229848363925,0.0,0.0039904229848363925,-0.01666666666666672,-0.025000000000000022,0.008333333333333304,0.6,0.6,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,3-19,713101,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.325,0.3416666666666667,-0.016666666666666663,0.142,0.152,-0.010000000000000009,0.19764453961456102,0.21039837947332882,-0.012753839858767796,0.49166666666666664,0.475,0.016666666666666663,0.0,0.0,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,3-19,713101,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.2916666666666667,0.30833333333333335,-0.016666666666666663,0.154,0.142,0.01200000000000001,0.20157068062827227,0.1944485566247224,0.007122124003549862,0.5249999999999999,0.5083333333333333,0.016666666666666607,0.1,0.1,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,3-19,713101,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.3333333333333333,0.30833333333333335,0.024999999999999967,0.11,0.13,-0.020000000000000004,0.16541353383458648,0.18288973384030419,-0.0174762000057177,0.48333333333333334,0.5083333333333333,-0.024999999999999967,0.0,0.0,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,3-19,713101,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.35833333333333334,0.325,0.033333333333333326,0.17,0.166,0.0040000000000000036,0.23059936908517353,0.21975560081466397,0.010843768270509563,0.4583333333333333,0.49166666666666664,-0.033333333333333326,0.0,0.0,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,3-19,713101,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.175,0.3,-0.125,0.16,0.166,-0.006000000000000005,0.16716417910447762,0.21373390557939917,-0.04656972647492155,0.6416666666666666,0.5166666666666666,0.125,0.0,0.1,-0.1
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,3-19,713101,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.35,0.3416666666666667,0.008333333333333304,0.132,0.144,-0.011999999999999983,0.191701244813278,0.20260809883321892,-0.010906854019940931,0.4666666666666667,0.475,-0.008333333333333304,0.0,0.0,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,3-19,713101,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.4166666666666667,0.4166666666666667,0.0,0.108,0.1,0.007999999999999993,0.1715374841168996,0.16129032258064516,0.010247161536254434,0.39999999999999997,0.39999999999999997,0.0,0.0,0.0,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,3-19,713101,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.5,0.5833333333333334,-0.08333333333333337,0.118,0.126,-0.008000000000000007,0.19093851132686082,0.20723684210526316,-0.016298330778402342,0.31666666666666665,0.23333333333333328,0.08333333333333337,0.1,0.15,-0.04999999999999999
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,3-19,713101,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.5333333333333333,0.525,0.008333333333333304,0.098,0.094,0.0040000000000000036,0.16557550158394932,0.1594507269789984,0.006124774604950922,0.2833333333333333,0.29166666666666663,-0.008333333333333304,0.35,0.3,0.04999999999999999
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,3-19,713101,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.09166666666666666,0.7916666666666666,-0.7,0.068,0.004,0.064,0.07807933194154487,0.007959782153330541,0.07011954978821433,0.725,0.025000000000000022,0.7,0.0,0.45,-0.45
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,3-19,713101,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.23333333333333334,0.825,-0.5916666666666666,0.054,0.002,0.052,0.08770301624129931,0.003990326481257558,0.08371268976004174,0.5833333333333333,-0.008333333333333304,0.5916666666666666,0.0,0.65,-0.65
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,3-19,713101,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.44166666666666665,0.8416666666666667,-0.4,0.046,0.0,0.046,0.08332194121667806,0.0,0.08332194121667806,0.375,-0.025000000000000022,0.4,0.0,0.6,-0.6
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,3-19,713101,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.0,0.3416666666666667,-0.3416666666666667,0.09,0.152,-0.062,0.0,0.21039837947332882,-0.21039837947332882,0.8166666666666667,0.475,0.3416666666666667,0.0,0.0,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,3-19,713101,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.06666666666666667,0.30833333333333335,-0.2416666666666667,0.096,0.142,-0.045999999999999985,0.07868852459016393,0.1944485566247224,-0.11576003203455848,0.75,0.5083333333333333,0.2416666666666667,0.0,0.1,-0.1
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,3-19,713101,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.041666666666666664,0.30833333333333335,-0.26666666666666666,0.122,0.13,-0.008000000000000007,0.062118126272912425,0.18288973384030419,-0.12077160756739176,0.775,0.5083333333333333,0.2666666666666667,0.0,0.0,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,3-19,713101,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.008333333333333333,0.325,-0.31666666666666665,0.088,0.166,-0.07800000000000001,0.015224913494809688,0.21975560081466397,-0.20453068731985427,0.8083333333333333,0.49166666666666664,0.3166666666666667,0.0,0.0,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,3-19,713101,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.008333333333333333,0.3,-0.29166666666666663,0.106,0.166,-0.06000000000000001,0.015451895043731779,0.21373390557939917,-0.19828201053566738,0.8083333333333333,0.5166666666666666,0.29166666666666674,0.0,0.1,-0.1
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,3-19,713101,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.0,0.3416666666666667,-0.3416666666666667,0.112,0.144,-0.03199999999999999,0.0,0.20260809883321892,-0.20260809883321892,0.8166666666666667,0.475,0.3416666666666667,0.0,0.0,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,3-19,713101,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.10833333333333334,0.4166666666666667,-0.30833333333333335,0.046,0.1,-0.054000000000000006,0.06457883369330454,0.16129032258064516,-0.09671148888734062,0.7083333333333333,0.39999999999999997,0.3083333333333333,0.0,0.0,0.0
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,3-19,713101,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.08333333333333333,0.5833333333333334,-0.5,0.052,0.126,-0.07400000000000001,0.06403940886699507,0.20723684210526316,-0.1431974332382681,0.7333333333333333,0.23333333333333328,0.5,0.0,0.15,-0.15
rx_3_19__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,3-19,713101,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8166666666666667,0.8166666666666667,0.0,0.11666666666666667,0.525,-0.4083333333333333,0.066,0.094,-0.027999999999999997,0.0843065693430657,0.1594507269789984,-0.0751441576359327,0.7,0.29166666666666663,0.4083333333333333,0.0,0.3,-0.3
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,3-19,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.15833333333333333,0.725,-0.5666666666666667,0.36666666666666664,0.0,0.36666666666666664,0.22116402116402117,0.0,0.22116402116402117,0.5666666666666667,0.0,0.5666666666666667,0.0,0.55,-0.55
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,3-19,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,3-19,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,3-19,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,3-19,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,3-19,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,3-19,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.725,0.725,0.0,0.0,0.0,0.0
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,3-19,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.725,0.725,0.0,0.0,0.0,0.0
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,3-19,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.725,0.725,0.0,0.0,0.0,0.0
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,3-19,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,3-19,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,3-19,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,0.36666666666666664,0.0,0.36666666666666664,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,3-19,713102,leo_clear_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,3-19,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,3-19,713102,leo_rain_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,3-19,713102,leo_clear_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,3-19,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,3-19,713102,leo_rain_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,3-19,713102,leo_clear_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,3-19,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,3-19,713102,leo_rain_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,3-19,713102,leo_clear_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,3-19,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,3-19,713102,leo_rain_weak,csil_official_repo,strict_same_cell,0.7583333333333333,0.7583333333333333,0.0,0.0,0.7583333333333333,-0.7583333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.7583333333333333,0.0,0.7583333333333333,0.0,0.55,-0.55
rx_3_19__seed_713102__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,3-19,713102,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.8,0.8,0.0,0.8083333333333333,0.8,0.008333333333333304,0.002,0.0,0.002,0.003990127519539284,0.0,0.003990127519539284,-0.008333333333333304,0.0,-0.008333333333333304,0.7,0.6,0.09999999999999998
rx_3_19__seed_713102__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,3-19,713102,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.8,0.8,0.0,0.8416666666666667,0.8,0.04166666666666663,0.0,0.008,-0.008,0.0,0.015841584158415842,-0.015841584158415842,-0.04166666666666663,0.0,-0.04166666666666663,0.5,0.6,-0.09999999999999998
